L,K,P,G,Z,S,E,X,R,I,V,A,W,F,Y,M,C,T,N,U,D,H,Q,ID,Label,IsDNA,IsRNA
23,5,10,13,0,5,16,0,8,16,13,16,0,3,2,6,0,8,4,0,9,4,3,6388,nonDRNA,NotDNA,NotRNA
38,7,17,19,0,23,14,0,21,33,24,22,10,21,13,5,4,16,19,0,19,4,14,6389,nonDRNA,NotDNA,NotRNA
58,37,5,33,0,31,36,0,14,40,10,18,4,18,26,10,6,10,25,0,23,4,10,6390,nonDRNA,NotDNA,NotRNA
36,10,15,16,0,23,15,0,16,25,25,31,6,13,5,5,1,21,10,0,15,7,30,6391,nonDRNA,NotDNA,NotRNA
39,29,18,38,0,16,37,0,18,26,34,28,2,16,11,8,1,20,13,0,21,19,5,6392,nonDRNA,NotDNA,NotRNA
23,27,13,23,0,10,22,0,15,37,19,18,3,16,9,5,2,19,15,0,24,8,6,6393,nonDRNA,NotDNA,NotRNA
32,11,31,32,0,33,20,0,17,15,30,23,7,12,25,5,2,30,19,0,17,5,12,6394,nonDRNA,NotDNA,NotRNA
101,115,67,134,0,79,92,0,33,90,101,110,10,52,51,29,0,100,100,0,108,35,55,6395,nonDRNA,NotDNA,NotRNA
54,12,19,26,0,8,31,0,40,3,38,51,3,14,16,4,1,8,11,0,17,13,13,6396,nonDRNA,NotDNA,NotRNA
19,7,20,29,0,23,17,0,24,15,21,32,4,12,11,8,2,25,7,0,15,3,10,6397,nonDRNA,NotDNA,NotRNA
38,16,18,27,0,23,23,0,14,18,21,32,8,17,17,7,5,20,22,0,29,7,14,6398,nonDRNA,NotDNA,NotRNA
42,26,16,40,0,29,29,0,22,27,45,26,2,15,11,9,9,24,15,0,30,9,10,6399,nonDRNA,NotDNA,NotRNA
35,10,10,25,0,16,28,0,25,9,24,33,2,11,8,3,0,15,3,0,10,4,9,6400,nonDRNA,NotDNA,NotRNA
32,8,19,34,0,15,18,0,31,17,22,47,7,9,11,11,9,17,10,0,27,7,18,6401,nonDRNA,NotDNA,NotRNA
14,5,4,4,0,17,15,0,13,3,12,15,2,2,1,10,0,9,8,0,5,7,20,6402,nonDRNA,NotDNA,NotRNA
26,3,13,15,0,9,14,0,12,9,12,32,8,7,5,3,2,9,5,0,11,8,5,6403,nonDRNA,NotDNA,NotRNA
52,16,57,82,0,66,20,0,33,25,66,95,26,15,21,11,8,57,21,0,32,17,26,6404,nonDRNA,NotDNA,NotRNA
24,22,17,27,0,8,28,0,19,23,27,21,2,13,10,11,3,19,9,0,17,6,7,6405,nonDRNA,NotDNA,NotRNA
54,51,25,65,0,59,44,0,14,58,59,85,30,47,39,29,6,65,80,0,60,20,34,6406,nonDRNA,NotDNA,NotRNA
45,43,25,61,0,32,18,0,12,23,37,55,14,26,20,11,5,33,34,0,37,6,26,6407,nonDRNA,NotDNA,NotRNA
20,14,11,37,0,18,23,0,13,22,28,39,3,10,9,6,2,20,13,0,21,5,7,6408,nonDRNA,NotDNA,NotRNA
18,5,6,13,0,5,17,0,18,15,14,29,1,6,6,5,1,16,3,0,9,5,6,6409,nonDRNA,NotDNA,NotRNA
53,18,42,53,0,30,40,0,39,31,54,53,3,17,16,7,6,33,12,0,40,22,17,6410,nonDRNA,NotDNA,NotRNA
282,158,209,303,0,217,183,0,189,153,292,235,6,149,62,37,30,167,130,0,183,45,147,6411,nonDRNA,NotDNA,NotRNA
14,7,5,4,0,22,4,0,12,4,6,6,0,4,4,7,11,6,1,0,6,7,3,6412,nonDRNA,NotDNA,NotRNA
22,12,13,11,0,9,19,0,9,13,12,7,2,7,13,4,2,11,6,0,5,6,6,6413,nonDRNA,NotDNA,NotRNA
38,24,18,36,0,34,23,0,10,40,28,22,6,11,18,4,8,40,33,0,27,3,17,6414,nonDRNA,NotDNA,NotRNA
14,12,16,15,0,20,11,0,13,16,16,23,5,13,4,5,1,13,15,0,14,3,8,6415,nonDRNA,NotDNA,NotRNA
40,17,15,42,0,18,26,0,23,45,29,41,0,8,13,13,2,27,20,0,26,8,6,6416,nonDRNA,NotDNA,NotRNA
17,24,8,18,0,28,13,0,9,23,16,4,1,18,17,3,2,12,21,0,15,4,6,6417,nonDRNA,NotDNA,NotRNA
9,9,4,18,0,18,5,0,5,7,14,31,6,2,6,1,0,22,10,0,8,2,6,6418,nonDRNA,NotDNA,NotRNA
12,11,8,10,0,7,10,0,8,7,10,13,0,11,7,7,2,5,10,0,12,1,2,6419,nonDRNA,NotDNA,NotRNA
27,24,27,67,0,39,11,0,13,26,39,48,12,26,22,8,4,35,37,0,24,14,10,6420,nonDRNA,NotDNA,NotRNA
47,38,29,60,0,52,22,0,19,35,46,70,5,21,24,9,0,48,46,0,33,9,27,6421,nonDRNA,NotDNA,NotRNA
96,50,37,49,0,62,22,0,8,45,34,58,11,23,24,8,0,107,80,0,50,3,33,6422,nonDRNA,NotDNA,NotRNA
96,98,62,144,0,132,25,0,6,81,167,153,4,88,30,14,9,217,104,0,95,3,18,6423,nonDRNA,NotDNA,NotRNA
25,26,18,30,0,39,23,0,15,25,27,26,5,16,30,9,5,34,27,0,24,6,14,6424,nonDRNA,NotDNA,NotRNA
23,29,8,27,0,15,15,0,5,20,30,48,2,9,8,8,0,18,13,0,17,1,17,6425,nonDRNA,NotDNA,NotRNA
31,10,15,32,0,7,22,0,27,14,26,41,0,9,1,7,4,5,1,0,20,4,4,6426,nonDRNA,NotDNA,NotRNA
20,24,18,27,0,24,14,0,11,22,23,29,9,15,17,4,7,34,27,0,18,4,7,6427,nonDRNA,NotDNA,NotRNA
47,39,34,33,0,29,35,0,14,38,34,32,7,21,17,12,11,29,13,0,30,15,13,6428,nonDRNA,NotDNA,NotRNA
9,8,6,42,0,16,5,0,5,3,3,23,3,6,7,6,32,9,11,0,5,2,12,6429,nonDRNA,NotDNA,NotRNA
36,28,14,19,0,16,17,0,9,12,20,21,3,8,12,11,0,17,11,0,16,12,11,6430,nonDRNA,NotDNA,NotRNA
33,29,22,43,0,18,47,0,21,32,42,41,2,24,16,15,6,35,26,0,33,14,10,6431,nonDRNA,NotDNA,NotRNA
62,22,38,72,0,73,42,0,34,51,57,95,29,41,53,17,0,74,62,0,83,29,38,6432,nonDRNA,NotDNA,NotRNA
50,41,34,66,0,56,37,0,35,58,61,76,8,38,44,14,6,63,63,0,43,6,32,6433,nonDRNA,NotDNA,NotRNA
9,16,5,5,0,10,5,0,2,4,9,17,0,4,3,5,8,6,3,0,9,9,1,6434,nonDRNA,NotDNA,NotRNA
37,17,22,22,0,23,23,0,21,13,28,44,4,9,13,14,0,26,7,0,25,4,6,6435,nonDRNA,NotDNA,NotRNA
23,15,10,25,0,14,4,0,4,8,14,22,5,14,9,8,0,15,8,0,22,3,9,6436,nonDRNA,NotDNA,NotRNA
42,43,20,46,0,33,52,0,25,55,60,47,1,8,8,14,4,40,33,0,33,8,13,6437,nonDRNA,NotDNA,NotRNA
40,7,42,48,0,24,20,0,25,19,37,52,11,18,14,9,5,40,20,0,33,10,18,6438,nonDRNA,NotDNA,NotRNA
39,8,27,62,0,48,13,0,27,14,37,64,12,12,29,7,7,42,21,0,22,6,16,6439,nonDRNA,NotDNA,NotRNA
47,81,30,65,0,46,44,0,13,52,46,48,29,35,55,26,3,39,57,0,56,7,27,6440,nonDRNA,NotDNA,NotRNA
69,106,138,157,0,104,84,0,40,147,212,144,5,100,53,14,10,186,98,0,153,4,29,6441,nonDRNA,NotDNA,NotRNA
31,24,12,18,0,25,20,0,9,27,22,20,7,11,9,4,1,15,23,0,17,6,6,6442,nonDRNA,NotDNA,NotRNA
57,11,25,18,0,25,17,0,5,25,17,16,1,16,13,14,2,40,38,0,32,3,13,6443,nonDRNA,NotDNA,NotRNA
29,23,14,28,0,20,28,0,15,28,38,44,1,20,11,7,1,16,16,0,18,4,9,6444,nonDRNA,NotDNA,NotRNA
43,23,20,43,0,20,16,0,19,14,29,47,19,15,7,13,2,18,20,0,20,4,22,6445,nonDRNA,NotDNA,NotRNA
19,44,13,18,0,20,31,0,7,25,21,23,2,17,12,10,2,35,15,0,21,10,15,6446,nonDRNA,NotDNA,NotRNA
26,17,9,19,0,11,16,0,9,16,17,21,1,10,12,8,1,22,13,0,17,3,7,6447,nonDRNA,NotDNA,NotRNA
45,13,15,21,0,20,13,0,13,18,12,46,4,7,9,4,0,20,10,0,17,5,26,6448,nonDRNA,NotDNA,NotRNA
22,9,13,16,0,7,16,0,16,11,21,19,2,6,7,4,2,16,6,0,17,11,10,6449,nonDRNA,NotDNA,NotRNA
70,23,19,42,0,44,46,0,35,38,52,39,7,21,27,14,5,24,33,0,42,18,41,6450,nonDRNA,NotDNA,NotRNA
27,11,17,16,0,16,11,0,17,14,9,14,2,8,8,9,11,6,12,0,18,3,9,6451,nonDRNA,NotDNA,NotRNA
39,24,12,36,0,13,40,0,25,36,19,23,4,12,12,8,1,12,8,0,21,9,2,6452,nonDRNA,NotDNA,NotRNA
57,44,23,25,0,35,51,0,25,28,34,56,14,34,29,13,8,29,24,0,46,14,26,6453,nonDRNA,NotDNA,NotRNA
22,14,21,26,0,10,29,0,11,11,30,46,16,13,6,10,5,16,13,0,27,3,4,6454,nonDRNA,NotDNA,NotRNA
45,27,29,18,0,28,27,0,25,16,27,22,4,23,22,11,3,17,19,0,22,7,14,6455,nonDRNA,NotDNA,NotRNA
109,46,56,56,0,45,62,0,47,38,61,70,19,35,27,9,21,53,31,0,43,15,57,6456,nonDRNA,NotDNA,NotRNA
37,21,16,11,0,19,27,0,12,21,9,14,7,16,16,2,5,19,17,0,18,8,9,6457,nonDRNA,NotDNA,NotRNA
27,20,15,38,0,17,16,0,8,26,30,43,3,5,5,10,1,17,20,0,28,1,19,6458,nonDRNA,NotDNA,NotRNA
54,8,30,32,0,14,38,0,40,5,26,47,3,21,12,7,1,15,5,0,13,3,7,6459,nonDRNA,NotDNA,NotRNA
35,25,11,28,0,18,32,0,14,19,25,16,4,13,12,5,4,9,10,0,16,6,4,6460,nonDRNA,NotDNA,NotRNA
19,22,11,13,0,18,11,0,8,20,9,18,0,8,12,9,2,17,8,0,22,8,6,6461,nonDRNA,NotDNA,NotRNA
61,80,91,96,0,93,94,0,55,69,63,40,26,30,70,21,82,76,59,0,53,28,44,6462,nonDRNA,NotDNA,NotRNA
13,8,4,16,0,4,14,0,7,7,10,10,1,3,8,3,1,9,6,0,7,2,2,6463,nonDRNA,NotDNA,NotRNA
31,41,2,22,0,33,21,0,4,14,16,20,1,6,3,1,1,31,19,0,19,1,10,6464,nonDRNA,NotDNA,NotRNA
55,36,45,63,0,51,34,0,22,33,41,38,13,33,32,9,26,54,24,0,37,19,20,6465,nonDRNA,NotDNA,NotRNA
102,106,71,112,0,119,86,0,44,63,66,86,60,64,66,29,52,94,83,0,73,30,50,6466,nonDRNA,NotDNA,NotRNA
14,7,10,15,0,9,8,0,14,6,15,17,4,10,9,3,2,11,6,0,10,2,5,6467,nonDRNA,NotDNA,NotRNA
62,37,17,25,0,32,39,0,28,37,29,24,2,9,25,8,0,17,18,0,22,11,9,6468,nonDRNA,NotDNA,NotRNA
55,31,45,63,0,52,42,0,28,31,37,44,12,31,33,9,27,51,18,0,39,20,18,6469,nonDRNA,NotDNA,NotRNA
14,11,5,9,0,11,5,0,4,5,6,10,1,4,7,2,14,5,17,0,9,2,4,6470,nonDRNA,NotDNA,NotRNA
36,5,15,37,0,20,18,0,27,13,30,35,6,7,13,1,4,18,10,0,24,11,7,6471,nonDRNA,NotDNA,NotRNA
32,28,13,19,0,24,17,0,18,39,14,14,2,17,16,11,1,8,29,0,30,9,2,6472,nonDRNA,NotDNA,NotRNA
47,29,12,16,0,27,29,0,15,24,21,23,4,15,20,14,11,27,18,0,16,10,19,6473,nonDRNA,NotDNA,NotRNA
26,12,13,20,0,13,17,0,12,12,26,39,0,2,4,1,1,6,6,0,8,6,2,6474,nonDRNA,NotDNA,NotRNA
104,98,67,105,0,127,94,0,54,68,59,79,61,63,65,24,52,94,86,0,74,32,50,6475,nonDRNA,NotDNA,NotRNA
45,28,21,38,0,51,26,0,17,19,34,41,10,24,26,6,3,30,27,0,39,12,14,6476,nonDRNA,NotDNA,NotRNA
42,11,34,33,0,31,11,0,27,17,30,26,3,15,17,10,7,15,19,0,21,9,20,6477,nonDRNA,NotDNA,NotRNA
23,0,16,22,0,7,4,0,8,7,32,35,3,10,4,1,4,12,0,0,7,6,3,6478,nonDRNA,NotDNA,NotRNA
39,12,17,22,0,16,13,0,11,13,21,34,1,4,4,13,1,19,8,0,10,3,18,6479,nonDRNA,NotDNA,NotRNA
31,9,11,18,0,9,18,0,15,4,25,48,1,6,6,2,2,11,3,0,11,4,3,6480,nonDRNA,NotDNA,NotRNA
37,17,28,36,0,14,29,0,19,19,23,46,4,18,19,8,7,24,10,0,23,11,11,6481,nonDRNA,NotDNA,NotRNA
50,12,36,48,0,51,10,0,18,27,30,62,4,26,7,5,1,33,27,0,27,9,26,6482,nonDRNA,NotDNA,NotRNA
26,14,14,38,0,44,14,0,17,16,30,48,2,9,20,9,5,24,21,0,18,6,9,6483,nonDRNA,NotDNA,NotRNA
100,12,43,59,0,35,80,0,65,24,45,92,7,27,17,5,2,32,15,0,18,11,30,6484,nonDRNA,NotDNA,NotRNA
35,15,3,11,0,9,17,0,13,12,17,12,0,12,6,6,1,17,12,0,10,1,8,6485,nonDRNA,NotDNA,NotRNA
31,13,20,36,0,18,23,0,19,22,18,33,5,18,15,5,6,22,8,0,24,10,12,6486,nonDRNA,NotDNA,NotRNA
19,4,11,18,0,14,10,0,7,12,17,20,2,7,4,4,4,14,6,0,21,3,10,6487,nonDRNA,NotDNA,NotRNA
65,33,36,49,0,55,66,0,32,32,49,45,15,41,47,11,6,59,57,0,58,15,16,6488,nonDRNA,NotDNA,NotRNA
25,15,3,26,0,21,15,0,14,20,17,29,1,10,5,6,2,14,15,0,15,7,7,6489,nonDRNA,NotDNA,NotRNA
20,10,11,17,0,10,10,0,9,8,8,9,1,11,2,2,6,13,8,0,9,2,9,6490,nonDRNA,NotDNA,NotRNA
55,27,45,65,0,29,46,0,63,29,41,87,9,21,19,26,14,24,17,0,52,11,18,6491,nonDRNA,NotDNA,NotRNA
130,96,102,127,0,97,105,0,110,89,118,158,35,58,50,50,32,83,53,0,112,29,53,6492,nonDRNA,NotDNA,NotRNA
130,96,102,127,0,97,105,2,110,88,119,158,35,58,50,50,32,83,53,0,112,27,53,6493,nonDRNA,NotDNA,NotRNA
55,43,21,27,0,33,56,0,35,51,39,30,9,26,37,14,8,23,29,0,31,19,26,6494,nonDRNA,NotDNA,NotRNA
27,11,14,16,0,21,9,0,16,6,23,49,4,8,6,6,1,10,7,0,12,3,9,6495,nonDRNA,NotDNA,NotRNA
38,22,20,19,0,23,23,0,13,9,19,24,6,10,9,10,5,14,10,0,11,10,17,6496,nonDRNA,NotDNA,NotRNA
49,26,19,31,0,42,32,0,23,19,30,31,8,24,15,13,9,23,28,0,20,15,16,6497,nonDRNA,NotDNA,NotRNA
46,21,14,38,0,23,22,0,13,23,24,34,1,16,12,6,4,23,13,0,18,12,17,6498,nonDRNA,NotDNA,NotRNA
45,17,18,31,0,50,22,0,22,39,39,35,8,22,23,19,12,41,42,0,28,7,27,6499,nonDRNA,NotDNA,NotRNA
11,3,11,12,0,7,12,0,15,3,14,17,4,2,7,3,0,8,3,0,7,2,6,6500,nonDRNA,NotDNA,NotRNA
42,26,17,18,0,29,14,0,18,20,20,19,6,28,16,10,6,24,22,0,13,15,17,6501,nonDRNA,NotDNA,NotRNA
18,3,10,17,0,6,11,0,14,8,16,13,6,4,3,8,4,11,6,0,14,7,6,6502,nonDRNA,NotDNA,NotRNA
60,25,58,95,0,51,30,0,34,36,64,77,20,29,37,15,9,56,56,0,57,13,35,6503,nonDRNA,NotDNA,NotRNA
23,24,24,19,0,15,18,0,13,13,15,41,1,4,4,12,19,27,14,0,15,18,7,6504,nonDRNA,NotDNA,NotRNA
39,31,14,34,0,19,28,0,18,37,38,23,1,9,14,7,0,23,24,0,25,8,12,6505,nonDRNA,NotDNA,NotRNA
30,33,15,25,0,20,28,0,11,25,35,37,1,6,9,11,2,19,13,0,16,8,9,6506,nonDRNA,NotDNA,NotRNA
13,5,5,13,0,10,8,0,5,5,15,22,0,3,4,3,2,9,10,0,3,3,7,6507,nonDRNA,NotDNA,NotRNA
458,283,217,356,0,376,395,0,236,307,314,384,69,201,156,116,53,283,173,0,304,139,223,6508,nonDRNA,NotDNA,NotRNA
39,27,18,16,0,12,36,0,37,30,27,22,1,15,12,3,1,15,14,0,21,5,6,6509,nonDRNA,NotDNA,NotRNA
35,11,4,10,0,15,18,0,6,17,7,21,0,5,7,8,3,5,7,0,13,6,18,6510,nonDRNA,NotDNA,NotRNA
31,6,17,29,0,12,12,0,25,10,21,47,3,7,9,6,4,26,7,0,23,5,7,6511,nonDRNA,NotDNA,NotRNA
34,9,15,19,0,24,19,0,10,17,11,40,1,11,11,11,3,13,10,0,13,6,18,6512,nonDRNA,NotDNA,NotRNA
27,19,13,22,0,18,11,0,15,18,20,13,4,5,7,8,10,13,15,0,13,7,4,6513,nonDRNA,NotDNA,NotRNA
22,16,5,12,0,15,15,0,5,15,14,21,1,8,7,11,3,13,13,0,9,7,6,6514,nonDRNA,NotDNA,NotRNA
29,39,23,22,0,13,23,0,16,27,29,33,9,15,21,10,0,16,24,0,30,9,19,6515,nonDRNA,NotDNA,NotRNA
30,4,14,22,0,10,20,0,18,4,22,34,1,11,9,4,3,10,8,0,16,8,8,6516,nonDRNA,NotDNA,NotRNA
39,8,21,31,0,19,25,0,31,14,28,50,6,12,9,9,6,8,5,0,17,10,9,6517,nonDRNA,NotDNA,NotRNA
108,23,67,71,0,98,50,0,54,19,69,70,5,30,20,12,13,63,41,0,62,23,46,6518,nonDRNA,NotDNA,NotRNA
71,47,36,62,0,29,39,0,36,24,41,102,13,24,28,16,4,32,34,0,46,7,31,6519,nonDRNA,NotDNA,NotRNA
31,17,22,48,0,35,10,0,17,15,30,73,7,12,17,3,2,31,24,0,32,8,11,6520,nonDRNA,NotDNA,NotRNA
40,16,25,33,0,13,28,0,22,13,29,58,2,8,10,5,2,17,9,0,7,7,7,6521,nonDRNA,NotDNA,NotRNA
49,65,40,34,0,35,62,0,23,28,54,49,5,32,27,8,6,24,19,0,55,9,21,6522,nonDRNA,NotDNA,NotRNA
17,5,12,34,0,18,4,0,13,8,14,42,4,9,7,5,6,16,11,0,12,7,11,6523,nonDRNA,NotDNA,NotRNA
111,66,75,85,0,84,77,0,60,69,70,72,13,36,36,25,60,64,66,0,61,31,49,6524,nonDRNA,NotDNA,NotRNA
23,21,7,16,0,17,10,0,4,15,12,18,2,9,10,2,1,11,17,0,11,5,9,6525,nonDRNA,NotDNA,NotRNA
62,9,42,46,0,32,26,0,44,22,27,88,5,11,14,9,4,30,13,0,33,7,16,6526,nonDRNA,NotDNA,NotRNA
30,7,22,23,0,16,16,0,21,13,26,28,4,14,9,4,2,15,5,0,27,8,7,6527,nonDRNA,NotDNA,NotRNA
29,6,18,33,0,10,14,0,28,11,26,30,6,13,11,3,4,23,6,0,20,11,12,6528,nonDRNA,NotDNA,NotRNA
53,58,34,44,0,42,33,0,25,43,48,57,2,25,17,20,1,33,31,0,34,11,31,6529,nonDRNA,NotDNA,NotRNA
41,15,19,25,0,16,21,0,22,18,23,34,4,9,4,6,7,22,10,0,16,6,10,6530,nonDRNA,NotDNA,NotRNA
14,17,13,13,0,17,19,0,9,17,16,12,2,14,20,6,3,22,16,0,13,6,22,6531,nonDRNA,NotDNA,NotRNA
49,31,43,61,0,58,25,0,25,44,46,35,10,25,28,12,3,72,48,0,34,10,24,6532,nonDRNA,NotDNA,NotRNA
49,31,42,62,0,59,25,0,26,43,47,34,10,25,28,12,3,71,48,0,34,10,24,6533,nonDRNA,NotDNA,NotRNA
20,34,13,10,0,22,15,0,19,10,19,14,0,5,6,4,5,13,17,0,11,5,12,6534,nonDRNA,NotDNA,NotRNA
29,6,11,17,0,17,15,0,11,12,10,19,7,6,11,4,2,9,7,0,18,11,22,6535,nonDRNA,NotDNA,NotRNA
13,7,5,6,0,10,12,0,9,6,7,4,1,7,5,6,10,9,6,0,9,4,3,6536,nonDRNA,NotDNA,NotRNA
40,8,31,29,0,15,31,0,28,11,43,50,6,22,9,3,2,16,8,0,20,16,13,6537,nonDRNA,NotDNA,NotRNA
49,31,37,50,0,32,43,0,24,29,38,58,11,19,21,13,2,41,21,0,44,14,19,6538,nonDRNA,NotDNA,NotRNA
63,62,46,45,0,64,58,0,39,35,55,38,6,36,26,15,35,41,42,0,65,20,33,6539,nonDRNA,NotDNA,NotRNA
9,11,6,14,0,9,13,0,10,10,8,8,1,3,7,3,0,10,9,0,4,5,5,6540,nonDRNA,NotDNA,NotRNA
26,16,9,32,0,13,24,0,12,20,19,20,0,5,12,11,6,13,8,0,14,2,11,6541,nonDRNA,NotDNA,NotRNA
44,19,42,37,0,42,32,0,35,23,40,45,5,24,23,12,4,43,34,0,35,10,22,6542,nonDRNA,NotDNA,NotRNA
38,22,14,25,0,27,31,0,23,20,24,19,5,25,16,8,5,19,17,0,17,8,14,6543,nonDRNA,NotDNA,NotRNA
33,13,23,12,0,21,22,0,19,8,22,20,6,7,6,5,8,10,8,0,15,3,19,6544,nonDRNA,NotDNA,NotRNA
36,11,28,30,0,38,35,0,18,10,32,37,5,4,9,5,29,32,12,0,24,9,21,6545,nonDRNA,NotDNA,NotRNA
91,26,53,50,0,60,43,0,48,16,48,73,14,36,19,12,14,33,25,0,34,21,32,6546,nonDRNA,NotDNA,NotRNA
83,33,54,50,0,49,45,0,53,17,51,91,17,36,17,11,14,26,27,0,26,21,26,6547,nonDRNA,NotDNA,NotRNA
72,22,41,42,0,38,44,0,35,22,52,51,5,25,17,6,18,38,10,0,31,19,30,6548,nonDRNA,NotDNA,NotRNA
32,15,11,37,0,11,21,0,24,28,25,39,1,4,5,14,3,16,14,0,25,4,7,6549,nonDRNA,NotDNA,NotRNA
25,12,20,17,0,8,15,0,19,16,15,37,7,9,12,4,1,11,6,0,16,7,19,6550,nonDRNA,NotDNA,NotRNA
23,7,9,13,0,9,8,0,10,9,11,23,4,7,3,2,3,7,4,0,8,1,3,6551,nonDRNA,NotDNA,NotRNA
113,89,74,78,0,124,76,0,66,54,78,94,11,35,24,26,24,71,54,0,62,30,66,6552,nonDRNA,NotDNA,NotRNA
141,111,175,307,0,173,201,0,131,149,108,96,13,84,93,52,362,166,188,0,173,48,100,6553,nonDRNA,NotDNA,NotRNA
97,42,69,64,0,84,53,0,45,43,78,68,8,36,23,5,8,50,49,0,75,18,41,6554,nonDRNA,NotDNA,NotRNA
99,33,60,66,0,79,46,0,45,37,75,73,7,35,24,7,8,52,49,0,74,17,42,6555,nonDRNA,NotDNA,NotRNA
44,82,35,78,0,50,51,0,18,26,64,59,11,31,38,12,2,50,36,0,66,16,30,6556,nonDRNA,NotDNA,NotRNA
50,35,39,42,0,36,35,0,48,27,37,41,17,23,22,16,13,25,24,0,38,17,18,6557,nonDRNA,NotDNA,NotRNA
97,50,38,49,0,62,21,0,9,46,32,58,11,23,24,8,0,105,79,0,52,3,33,6558,nonDRNA,NotDNA,NotRNA
13,7,11,19,0,15,12,0,8,5,17,24,0,4,2,4,1,10,2,0,10,7,7,6559,nonDRNA,NotDNA,NotRNA
42,42,34,58,0,38,40,0,20,37,39,41,4,27,20,19,2,33,19,0,46,10,14,6560,nonDRNA,NotDNA,NotRNA
24,23,5,22,0,11,20,0,9,23,14,26,2,11,7,6,1,20,16,0,19,2,10,6561,nonDRNA,NotDNA,NotRNA
17,12,2,8,0,12,22,0,16,16,17,15,0,7,2,2,0,9,5,0,11,4,11,6562,nonDRNA,NotDNA,NotRNA
115,30,91,79,0,84,60,0,64,30,62,91,8,21,21,17,17,43,17,0,39,29,61,6563,nonDRNA,NotDNA,NotRNA
50,44,72,53,0,69,58,0,35,21,37,49,16,28,19,14,20,31,18,0,48,31,39,6564,nonDRNA,NotDNA,NotRNA
46,35,36,43,0,31,46,0,33,25,26,33,4,28,14,19,6,25,16,0,28,14,17,6565,nonDRNA,NotDNA,NotRNA
49,34,26,49,0,33,35,0,43,21,43,37,14,21,18,16,13,19,26,0,35,14,25,6566,nonDRNA,NotDNA,NotRNA
38,17,21,47,0,27,17,0,27,24,26,27,8,15,8,6,1,15,12,0,23,9,3,6567,nonDRNA,NotDNA,NotRNA
81,54,39,42,0,53,44,0,53,42,52,38,9,23,19,12,21,31,28,0,49,17,31,6568,nonDRNA,NotDNA,NotRNA
51,4,32,29,0,16,28,0,44,13,29,49,6,11,8,12,2,24,6,0,33,11,8,6569,nonDRNA,NotDNA,NotRNA
38,7,36,52,0,27,21,0,30,18,36,55,12,12,21,10,2,37,13,0,38,7,18,6570,nonDRNA,NotDNA,NotRNA
27,12,15,17,0,7,22,0,13,8,16,25,5,7,10,6,0,9,7,0,9,10,3,6571,nonDRNA,NotDNA,NotRNA
14,7,12,13,0,13,15,0,13,16,14,15,5,10,7,6,2,7,8,0,17,5,5,6572,nonDRNA,NotDNA,NotRNA
114,46,34,43,0,57,60,0,42,47,59,69,4,35,28,26,27,38,36,0,69,31,51,6573,nonDRNA,NotDNA,NotRNA
12,2,19,18,0,25,9,0,16,12,39,23,6,6,7,5,1,22,9,0,7,10,3,6574,nonDRNA,NotDNA,NotRNA
31,14,14,47,0,28,23,0,22,18,34,35,24,24,30,13,0,24,38,0,47,14,21,6575,nonDRNA,NotDNA,NotRNA
28,24,21,34,0,27,22,0,17,30,32,24,10,20,26,7,1,24,32,0,32,15,15,6576,nonDRNA,NotDNA,NotRNA
43,10,19,22,0,15,26,0,25,12,20,39,9,7,6,6,5,17,4,0,20,3,12,6577,nonDRNA,NotDNA,NotRNA
41,10,19,20,0,15,24,0,24,12,26,36,9,7,6,6,5,15,7,0,22,2,14,6578,nonDRNA,NotDNA,NotRNA
68,8,39,26,0,21,21,0,36,9,24,27,7,16,7,5,3,20,6,0,13,15,11,6579,nonDRNA,NotDNA,NotRNA
32,10,13,15,0,10,15,0,18,16,21,29,17,11,2,5,2,15,3,0,3,6,11,6580,nonDRNA,NotDNA,NotRNA
22,25,14,37,0,50,12,0,5,21,33,48,4,8,16,9,0,24,18,0,13,8,14,6581,nonDRNA,NotDNA,NotRNA
23,9,5,16,0,6,16,0,18,12,19,20,2,6,5,5,0,18,3,0,17,4,9,6582,nonDRNA,NotDNA,NotRNA
12,8,14,31,0,15,3,0,16,11,16,41,6,13,12,4,7,16,9,0,16,7,9,6583,nonDRNA,NotDNA,NotRNA
55,27,27,38,0,73,40,0,41,50,67,55,9,34,41,15,5,57,57,0,47,3,31,6584,nonDRNA,NotDNA,NotRNA
28,29,9,11,0,10,42,0,19,10,15,21,6,19,13,9,7,17,10,0,20,29,14,6585,nonDRNA,NotDNA,NotRNA
57,20,68,85,0,84,40,0,31,34,66,102,36,35,45,13,6,70,52,0,73,18,49,6586,nonDRNA,NotDNA,NotRNA
16,6,16,45,0,17,10,0,14,16,18,27,9,19,13,4,8,19,22,0,26,6,3,6587,nonDRNA,NotDNA,NotRNA
15,7,5,7,0,8,4,0,7,3,10,14,0,4,5,6,7,10,9,0,12,0,4,6588,nonDRNA,NotDNA,NotRNA
59,1,30,49,0,16,38,0,46,6,42,63,9,6,8,4,4,31,1,0,18,20,21,6589,nonDRNA,NotDNA,NotRNA
16,12,7,8,0,9,9,0,8,10,11,22,2,5,4,5,1,13,8,0,18,7,5,6590,nonDRNA,NotDNA,NotRNA
59,59,73,109,0,88,64,0,56,54,48,55,20,29,38,14,131,66,99,0,77,32,47,6591,nonDRNA,NotDNA,NotRNA
