,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,TYPE
6332,13,0,2,11,9,15,19,5,10,0,11,14,5,10,0,8,4,7,8,13,0,19,1,0,3,0,nonDRNA
6333,38,0,5,18,56,21,14,10,35,0,53,57,10,34,0,25,33,30,34,27,0,24,8,0,6,0,nonDRNA
6334,8,0,3,17,15,4,14,3,23,0,8,19,5,8,0,5,1,13,10,3,0,15,0,0,2,0,nonDRNA
6335,47,0,38,27,60,35,61,48,30,0,81,58,6,28,0,45,46,58,72,55,0,36,12,0,25,0,nonDRNA
6336,144,0,24,55,66,52,129,35,37,0,29,126,22,24,0,151,30,104,91,53,0,85,30,0,36,0,nonDRNA
6337,53,0,17,20,33,14,32,26,23,0,36,50,21,21,0,32,13,21,27,44,0,38,13,0,17,0,nonDRNA
6338,27,0,4,16,37,15,30,7,22,0,17,41,8,15,0,26,15,23,23,25,0,29,3,0,7,0,nonDRNA
6339,36,0,5,17,13,9,32,11,7,0,2,29,5,5,0,21,7,19,11,13,0,19,4,0,5,0,nonDRNA
6340,31,0,0,13,15,5,17,3,3,0,4,26,3,2,0,13,3,24,10,7,0,22,3,0,4,0,nonDRNA
6341,52,0,0,14,11,8,40,8,17,0,28,21,9,20,0,15,14,3,47,18,0,39,4,0,14,0,nonDRNA
6342,89,0,1,84,69,35,87,16,46,0,89,92,22,46,0,42,47,43,74,65,0,78,25,0,36,0,nonDRNA
6343,53,0,1,13,37,14,26,6,10,0,14,37,7,9,0,25,8,32,18,23,0,38,3,0,11,0,nonDRNA
6344,20,0,3,8,10,4,18,2,9,0,2,9,8,4,0,14,4,10,5,11,0,14,1,0,4,0,nonDRNA
6345,30,0,4,22,12,12,15,5,12,0,7,30,7,9,0,14,12,14,19,13,0,25,4,0,16,0,nonDRNA
6346,22,0,7,17,20,7,40,4,10,0,19,21,10,11,0,16,9,11,17,7,0,15,2,0,6,0,nonDRNA
6347,84,0,7,21,36,31,76,6,36,0,27,91,15,23,0,44,19,56,60,29,0,50,11,0,16,0,nonDRNA
6348,51,0,4,50,86,17,36,8,23,0,89,47,15,29,0,25,34,50,75,27,0,31,4,0,9,0,nonDRNA
6349,34,0,12,28,43,19,44,16,39,0,37,71,11,22,0,22,30,32,59,36,0,42,6,0,16,0,nonDRNA
6350,72,0,106,87,80,55,108,35,80,0,85,170,16,106,0,80,66,78,106,82,0,66,10,0,41,0,nonDRNA
6351,15,0,5,27,35,26,29,6,27,0,33,28,7,18,0,17,5,34,20,11,0,44,6,0,12,0,nonDRNA
6352,29,0,8,18,27,11,34,8,27,0,23,15,13,16,0,15,11,13,14,21,0,23,6,0,16,0,nonDRNA
6353,9,0,1,8,16,3,12,1,13,0,8,23,5,7,0,3,3,13,11,10,0,14,0,0,3,0,nonDRNA
6354,6,0,1,7,11,8,14,6,12,0,13,10,5,8,0,7,5,6,11,5,0,11,2,0,7,0,nonDRNA
6355,16,0,13,35,33,17,22,36,26,0,38,35,9,14,0,15,13,44,46,20,0,22,7,0,23,0,nonDRNA
6356,35,0,3,8,21,13,24,6,22,0,6,22,5,5,0,18,16,11,18,22,0,30,8,0,10,0,nonDRNA
6357,23,0,0,11,11,6,19,6,9,0,8,23,2,14,0,13,20,10,14,24,0,19,3,0,6,0,nonDRNA
6358,22,0,9,11,20,7,26,10,21,0,8,23,5,28,0,11,6,20,21,23,0,24,5,0,11,0,nonDRNA
6359,28,0,2,8,27,9,32,4,27,0,11,29,11,12,0,18,16,18,17,22,0,23,1,0,4,0,nonDRNA
6360,21,0,2,24,42,23,27,9,32,0,34,41,7,16,0,14,4,24,20,19,0,35,1,0,20,0,nonDRNA
6361,35,0,2,21,32,15,35,9,41,0,25,37,9,18,0,19,2,29,20,19,0,36,1,0,13,0,nonDRNA
6362,31,0,5,44,54,33,34,14,42,0,44,52,12,38,0,16,33,25,34,27,0,31,0,0,36,0,nonDRNA
6363,45,0,0,14,16,2,33,3,8,0,10,47,3,7,0,20,15,20,14,10,0,21,5,0,4,0,nonDRNA
6364,38,0,0,7,26,6,26,1,4,0,7,41,2,6,0,16,5,30,9,7,0,23,2,0,4,0,nonDRNA
6365,10,0,2,20,24,17,19,5,17,0,20,27,6,8,0,11,3,18,13,10,0,30,1,0,5,0,nonDRNA
6366,16,0,6,14,21,11,12,9,19,0,19,30,7,14,0,10,12,15,13,25,0,23,3,0,11,0,nonDRNA
6367,43,0,7,39,34,25,35,1,27,0,24,47,13,41,0,22,16,27,35,34,0,28,12,0,36,0,nonDRNA
6368,48,0,18,31,48,9,45,20,17,0,45,43,21,29,0,27,13,30,24,40,0,26,17,0,19,0,nonDRNA
6369,21,0,2,11,9,6,20,6,12,0,9,16,5,2,0,7,3,8,2,8,0,9,1,0,2,0,nonDRNA
6370,19,0,2,12,8,5,21,6,12,0,8,18,4,5,0,7,5,8,3,7,0,9,0,0,3,0,nonDRNA
6371,17,0,4,21,29,8,22,3,29,0,27,28,14,11,0,10,4,7,23,12,0,21,2,0,12,0,nonDRNA
6372,15,0,1,11,8,3,15,5,4,0,4,31,1,0,0,9,3,15,10,5,0,8,1,0,3,0,nonDRNA
6373,10,0,5,20,21,14,25,8,15,0,21,27,4,10,0,4,3,15,13,10,0,23,2,0,5,0,nonDRNA
6374,12,0,4,16,32,12,12,7,18,0,20,21,10,11,0,13,7,24,13,10,0,27,1,0,10,0,nonDRNA
6375,40,0,4,20,34,20,20,17,33,0,29,42,6,18,0,14,11,12,24,20,0,22,3,0,16,0,nonDRNA
6376,19,0,1,17,18,5,20,3,14,0,18,16,6,4,0,10,8,13,5,11,0,19,0,0,7,0,nonDRNA
6377,47,0,2,31,43,23,66,10,26,0,16,60,12,11,0,32,7,48,48,26,0,52,7,0,15,0,nonDRNA
6378,38,0,4,12,5,7,37,2,13,0,8,15,3,17,0,9,5,18,30,40,0,23,3,0,10,0,nonDRNA
6379,54,0,8,26,23,7,35,6,12,0,3,48,2,6,0,20,12,39,14,16,0,34,7,0,8,0,nonDRNA
6380,26,0,3,9,20,3,24,5,13,0,7,22,9,7,0,10,9,12,7,16,0,17,8,0,4,0,nonDRNA
6381,13,0,0,15,24,6,24,2,28,0,23,29,6,11,0,9,1,14,13,8,0,18,4,0,9,0,nonDRNA
6382,20,0,0,21,14,13,23,8,24,0,22,18,6,10,0,14,4,11,6,23,0,17,2,0,8,0,nonDRNA
6383,24,0,3,17,14,7,16,10,17,0,0,21,4,10,0,17,7,19,13,8,0,22,5,0,9,0,nonDRNA
6384,32,0,4,23,13,15,26,6,16,0,17,26,4,7,0,21,6,10,21,22,0,30,4,0,7,0,nonDRNA
6385,31,0,3,18,17,5,25,9,11,0,5,31,6,6,0,13,4,20,11,12,0,20,4,0,4,0,nonDRNA
6386,17,0,3,13,15,11,13,5,12,0,12,19,10,10,0,8,9,5,17,13,0,12,0,0,7,0,nonDRNA
6387,20,0,6,18,33,11,18,8,21,0,25,30,11,11,0,15,6,20,17,14,0,25,6,0,13,0,nonDRNA
6388,16,0,0,9,16,3,13,4,16,0,5,23,6,4,0,10,3,8,5,8,0,13,0,0,2,0,nonDRNA
6389,22,0,4,19,14,21,19,4,33,0,7,38,5,19,0,17,14,21,23,16,0,24,10,0,13,0,nonDRNA
6390,18,0,6,23,36,18,33,4,40,0,37,58,10,25,0,5,10,14,31,10,0,10,4,0,26,0,nonDRNA
6391,31,0,1,15,15,13,16,7,25,0,10,36,5,10,0,15,30,16,23,21,0,25,6,0,5,0,nonDRNA
6392,28,0,1,21,37,16,38,19,26,0,29,39,8,13,0,18,5,18,16,20,0,34,2,0,11,0,nonDRNA
6393,18,0,2,24,22,16,23,8,37,0,27,23,5,15,0,13,6,15,10,19,0,19,3,0,9,0,nonDRNA
6394,23,0,2,17,20,12,32,5,15,0,11,32,5,19,0,31,12,17,33,30,0,30,7,0,25,0,nonDRNA
6395,110,0,0,108,92,52,134,35,90,0,115,101,29,100,0,67,55,33,79,100,0,101,10,0,51,0,nonDRNA
6396,51,0,1,17,31,14,26,13,3,0,12,54,4,11,0,19,13,40,8,8,0,38,3,0,16,0,nonDRNA
6397,32,0,2,15,17,12,29,3,15,0,7,19,8,7,0,20,10,24,23,25,0,21,4,0,11,0,nonDRNA
6398,32,0,5,29,23,17,27,7,18,0,16,38,7,22,0,18,14,14,23,20,0,21,8,0,17,0,nonDRNA
6399,26,0,9,30,29,15,40,9,27,0,26,42,9,15,0,16,10,22,29,24,0,45,2,0,11,0,nonDRNA
6400,33,0,0,10,28,11,25,4,9,0,10,35,3,3,0,10,9,25,16,15,0,24,2,0,8,0,nonDRNA
6401,47,0,9,27,18,9,34,7,17,0,8,32,11,10,0,19,18,31,15,17,0,22,7,0,11,0,nonDRNA
6402,15,0,0,5,15,2,4,7,3,0,5,14,10,8,0,4,20,13,17,9,0,12,2,0,1,0,nonDRNA
6403,32,0,2,11,14,7,15,8,9,0,3,26,3,5,0,13,5,12,9,9,0,12,8,0,5,0,nonDRNA
6404,95,0,8,32,20,15,82,17,25,0,16,52,11,21,0,57,26,33,66,57,0,66,26,0,21,0,nonDRNA
6405,21,0,3,17,28,13,27,6,23,0,22,24,11,9,0,17,7,19,8,19,0,27,2,0,10,0,nonDRNA
6406,85,0,6,60,44,47,65,20,58,0,51,54,29,80,0,25,34,14,59,65,0,59,30,0,39,0,nonDRNA
6407,55,0,5,37,18,26,61,6,23,0,43,45,11,34,0,25,26,12,32,33,0,37,14,0,20,0,nonDRNA
6408,39,0,2,21,23,10,37,5,22,0,14,20,6,13,0,11,7,13,18,20,0,28,3,0,9,0,nonDRNA
6409,29,0,1,9,17,6,13,5,15,0,5,18,5,3,0,6,6,18,5,16,0,14,1,0,6,0,nonDRNA
6410,53,0,6,40,40,17,53,22,31,0,18,53,7,12,0,42,17,39,30,33,0,54,3,0,16,0,nonDRNA
6411,235,0,30,183,183,149,303,45,153,0,158,282,37,130,0,209,147,189,217,167,0,292,6,0,62,0,nonDRNA
6412,6,0,11,6,4,4,4,7,4,0,7,14,7,1,0,5,3,12,22,6,0,6,0,0,4,0,nonDRNA
6413,7,0,2,5,19,7,11,6,13,0,12,22,4,6,0,13,6,9,9,11,0,12,2,0,13,0,nonDRNA
6414,22,0,8,27,23,11,36,3,40,0,24,38,4,33,0,18,17,10,34,40,0,28,6,0,18,0,nonDRNA
6415,23,0,1,14,11,13,15,3,16,0,12,14,5,15,0,16,8,13,20,13,0,16,5,0,4,0,nonDRNA
6416,41,0,2,26,26,8,42,8,45,0,17,40,13,20,0,15,6,23,18,27,0,29,0,0,13,0,nonDRNA
6417,4,0,2,15,13,18,18,4,23,0,24,17,3,21,0,8,6,9,28,12,0,16,1,0,17,0,nonDRNA
6418,31,0,0,8,5,2,18,2,7,0,9,9,1,10,0,4,6,5,18,22,0,14,6,0,6,0,nonDRNA
6419,13,0,2,12,10,11,10,1,7,0,11,12,7,10,0,8,2,8,7,5,0,10,0,0,7,0,nonDRNA
6420,48,0,4,24,11,26,67,14,26,0,24,27,8,37,0,27,10,13,39,35,0,39,12,0,22,0,nonDRNA
6421,70,0,0,33,22,21,60,9,35,0,38,47,9,46,0,29,27,19,52,48,0,46,5,0,24,0,nonDRNA
6422,58,0,0,50,22,23,49,3,45,0,50,96,8,80,0,37,33,8,62,107,0,34,11,0,24,0,nonDRNA
6423,153,0,9,95,25,88,144,3,81,0,98,96,14,104,0,62,18,6,132,217,0,167,4,0,30,0,nonDRNA
6424,26,0,5,24,23,16,30,6,25,0,26,25,9,27,0,18,14,15,39,34,0,27,5,0,30,0,nonDRNA
6425,48,0,0,17,15,9,27,1,20,0,29,23,8,13,0,8,17,5,15,18,0,30,2,0,8,0,nonDRNA
6426,41,0,4,20,22,9,32,4,14,0,10,31,7,1,0,15,4,27,7,5,0,26,0,0,1,0,nonDRNA
6427,29,0,7,18,14,15,27,4,22,0,24,20,4,27,0,18,7,11,24,34,0,23,9,0,17,0,nonDRNA
6428,32,0,11,30,35,21,33,15,38,0,39,47,12,13,0,34,13,14,29,29,0,34,7,0,17,0,nonDRNA
6429,23,0,32,5,5,6,42,2,3,0,8,9,6,11,0,6,12,5,16,9,0,3,3,0,7,0,nonDRNA
6430,21,0,0,16,17,8,19,12,12,0,28,36,11,11,0,14,11,9,16,17,0,20,3,0,12,0,nonDRNA
6431,41,0,6,33,47,24,43,14,32,0,29,33,15,26,0,22,10,21,18,35,0,42,2,0,16,0,nonDRNA
6432,95,0,0,83,42,41,72,29,51,0,22,62,17,62,0,38,38,34,73,74,0,57,29,0,53,0,nonDRNA
6433,76,0,6,43,37,38,66,6,58,0,41,50,14,63,0,34,32,35,56,63,0,61,8,0,44,0,nonDRNA
6434,17,0,8,9,5,4,5,9,4,0,16,9,5,3,0,5,1,2,10,6,0,9,0,0,3,0,nonDRNA
6435,44,0,0,25,23,9,22,4,13,0,17,37,14,7,0,22,6,21,23,26,0,28,4,0,13,0,nonDRNA
6436,22,0,0,22,4,14,25,3,8,0,15,23,8,8,0,10,9,4,14,15,0,14,5,0,9,0,nonDRNA
6437,47,0,4,33,52,8,46,8,55,0,43,42,14,33,0,20,13,25,33,40,0,60,1,0,8,0,nonDRNA
6438,52,0,5,33,20,18,48,10,19,0,7,40,9,20,0,42,18,25,24,40,0,37,11,0,14,0,nonDRNA
6439,64,0,7,22,13,12,62,6,14,0,8,39,7,21,0,27,16,27,48,42,0,37,12,0,29,0,nonDRNA
6440,48,0,3,56,44,35,65,7,52,0,81,47,26,57,0,30,27,13,46,39,0,46,29,0,55,0,nonDRNA
6441,144,0,10,153,84,100,157,4,147,0,106,69,14,98,0,138,29,40,104,186,0,212,5,0,53,0,nonDRNA
6442,20,0,1,17,20,11,18,6,27,0,24,31,4,23,0,12,6,9,25,15,0,22,7,0,9,0,nonDRNA
6443,16,0,2,32,17,16,18,3,25,0,11,57,14,38,0,25,13,5,25,40,0,17,1,0,13,0,nonDRNA
6444,44,0,1,18,28,20,28,4,28,0,23,29,7,16,0,14,9,15,20,16,0,38,1,0,11,0,nonDRNA
6445,47,0,2,20,16,15,43,4,14,0,23,43,13,20,0,20,22,19,20,18,0,29,19,0,7,0,nonDRNA
6446,23,0,2,21,31,17,18,10,25,0,44,19,10,15,0,13,15,7,20,35,0,21,2,0,12,0,nonDRNA
6447,21,0,1,17,16,10,19,3,16,0,17,26,8,13,0,9,7,9,11,22,0,17,1,0,12,0,nonDRNA
6448,46,0,0,17,13,7,21,5,18,0,13,45,4,10,0,15,26,13,20,20,0,12,4,0,9,0,nonDRNA
6449,19,0,2,17,16,6,16,11,11,0,9,22,4,6,0,13,10,16,7,16,0,21,2,0,7,0,nonDRNA
6450,39,0,5,42,46,21,42,18,38,0,23,70,14,33,0,19,41,35,44,24,0,52,7,0,27,0,nonDRNA
6451,14,0,11,18,11,8,16,3,14,0,11,27,9,12,0,17,9,17,16,6,0,9,2,0,8,0,nonDRNA
6452,23,0,1,21,40,12,36,9,36,0,24,39,8,8,0,12,2,25,13,12,0,19,4,0,12,0,nonDRNA
6453,56,0,8,46,51,34,25,14,28,0,44,57,13,24,0,23,26,25,35,29,0,34,14,0,29,0,nonDRNA
6454,46,0,5,27,29,13,26,3,11,0,14,22,10,13,0,21,4,11,10,16,0,30,16,0,6,0,nonDRNA
6455,22,0,3,22,27,23,18,7,16,0,27,45,11,19,0,29,14,25,28,17,0,27,4,0,22,0,nonDRNA
6456,70,0,21,43,62,35,56,15,38,0,46,109,9,31,0,56,57,47,45,53,0,61,19,0,27,0,nonDRNA
6457,14,0,5,18,27,16,11,8,21,0,21,37,2,17,0,16,9,12,19,19,0,9,7,0,16,0,nonDRNA
6458,43,0,1,28,16,5,38,1,26,0,20,27,10,20,0,15,19,8,17,17,0,30,3,0,5,0,nonDRNA
6459,47,0,1,13,38,21,32,3,5,0,8,54,7,5,0,30,7,40,14,15,0,26,3,0,12,0,nonDRNA
6460,16,0,4,16,32,13,28,6,19,0,25,35,5,10,0,11,4,14,18,9,0,25,4,0,12,0,nonDRNA
6461,18,0,2,22,11,8,13,8,20,0,22,19,9,8,0,11,6,8,18,17,0,9,0,0,12,0,nonDRNA
6462,40,0,82,53,94,30,96,28,69,0,80,61,21,59,0,91,44,55,93,76,0,63,26,0,70,0,nonDRNA
6463,10,0,1,7,14,3,16,2,7,0,8,13,3,6,0,4,2,7,4,9,0,10,1,0,8,0,nonDRNA
6464,20,0,1,19,21,6,22,1,14,0,41,31,1,19,0,2,10,4,33,31,0,16,1,0,3,0,nonDRNA
6465,38,0,26,37,34,33,63,19,33,0,36,55,9,24,0,45,20,22,51,54,0,41,13,0,32,0,nonDRNA
6466,86,0,52,73,86,64,112,30,63,0,106,102,29,83,0,71,50,44,119,94,0,66,60,0,66,0,nonDRNA
6467,17,0,2,10,8,10,15,2,6,0,7,14,3,6,0,10,5,14,9,11,0,15,4,0,9,0,nonDRNA
6468,24,0,0,22,39,9,25,11,37,0,37,62,8,18,0,17,9,28,32,17,0,29,2,0,25,0,nonDRNA
6469,44,0,27,39,42,31,63,20,31,0,31,55,9,18,0,45,18,28,52,51,0,37,12,0,33,0,nonDRNA
6470,10,0,14,9,5,4,9,2,5,0,11,14,2,17,0,5,4,4,11,5,0,6,1,0,7,0,nonDRNA
6471,35,0,4,24,18,7,37,11,13,0,5,36,1,10,0,15,7,27,20,18,0,30,6,0,13,0,nonDRNA
6472,14,0,1,30,17,17,19,9,39,0,28,32,11,29,0,13,2,18,24,8,0,14,2,0,16,0,nonDRNA
6473,23,0,11,16,29,15,16,10,24,0,29,47,14,18,0,12,19,15,27,27,0,21,4,0,20,0,nonDRNA
6474,39,0,1,8,17,2,20,6,12,0,12,26,1,6,0,13,2,12,13,6,0,26,0,0,4,0,nonDRNA
6475,79,0,52,74,94,63,105,32,68,0,98,104,24,86,0,67,50,54,127,94,0,59,61,0,65,0,nonDRNA
6476,41,0,3,39,26,24,38,12,19,0,28,45,6,27,0,21,14,17,51,30,0,34,10,0,26,0,nonDRNA
6477,26,0,7,21,11,15,33,9,17,0,11,42,10,19,0,34,20,27,31,15,0,30,3,0,17,0,nonDRNA
6478,35,0,4,7,4,10,22,6,7,0,0,23,1,0,0,16,3,8,7,12,0,32,3,0,4,0,nonDRNA
6479,34,0,1,10,13,4,22,3,13,0,12,39,13,8,0,17,18,11,16,19,0,21,1,0,4,0,nonDRNA
6480,48,0,2,11,18,6,18,4,4,0,9,31,2,3,0,11,3,15,9,11,0,25,1,0,6,0,nonDRNA
6481,46,0,7,23,29,18,36,11,19,0,17,37,8,10,0,28,11,19,14,24,0,23,4,0,19,0,nonDRNA
6482,62,0,1,27,10,26,48,9,27,0,12,50,5,27,0,36,26,18,51,33,0,30,4,0,7,0,nonDRNA
6483,48,0,5,18,14,9,38,6,16,0,14,26,9,21,0,14,9,17,44,24,0,30,2,0,20,0,nonDRNA
6484,92,0,2,18,80,27,59,11,24,0,12,100,5,15,0,43,30,65,35,32,0,45,7,0,17,0,nonDRNA
6485,12,0,1,10,17,12,11,1,12,0,15,35,6,12,0,3,8,13,9,17,0,17,0,0,6,0,nonDRNA
6486,33,0,6,24,23,18,36,10,22,0,13,31,5,8,0,20,12,19,18,22,0,18,5,0,15,0,nonDRNA
6487,20,0,4,21,10,7,18,3,12,0,4,19,4,6,0,11,10,7,14,14,0,17,2,0,4,0,nonDRNA
6488,45,0,6,58,66,41,49,15,32,0,33,65,11,57,0,36,16,32,55,59,0,49,15,0,47,0,nonDRNA
6489,29,0,2,15,15,10,26,7,20,0,15,25,6,15,0,3,7,14,21,14,0,17,1,0,5,0,nonDRNA
6490,9,0,6,9,10,11,17,2,8,0,10,20,2,8,0,11,9,9,10,13,0,8,1,0,2,0,nonDRNA
6491,87,0,14,52,46,21,65,11,29,0,27,55,26,17,0,45,18,63,29,24,0,41,9,0,19,0,nonDRNA
6492,158,0,32,112,105,58,127,29,89,0,96,130,50,53,0,102,53,110,97,83,0,118,35,0,50,0,nonDRNA
6493,158,0,32,112,105,58,127,27,88,0,96,130,50,53,0,102,53,110,97,83,0,119,35,2,50,0,nonDRNA
6494,30,0,8,31,56,26,27,19,51,0,43,55,14,29,0,21,26,35,33,23,0,39,9,0,37,0,nonDRNA
6495,49,0,1,12,9,8,16,3,6,0,11,27,6,7,0,14,9,16,21,10,0,23,4,0,6,0,nonDRNA
6496,24,0,5,11,23,10,19,10,9,0,22,38,10,10,0,20,17,13,23,14,0,19,6,0,9,0,nonDRNA
6497,31,0,9,20,32,24,31,15,19,0,26,49,13,28,0,19,16,23,42,23,0,30,8,0,15,0,nonDRNA
6498,34,0,4,18,22,16,38,12,23,0,21,46,6,13,0,14,17,13,23,23,0,24,1,0,12,0,nonDRNA
6499,35,0,12,28,22,22,31,7,39,0,17,45,19,42,0,18,27,22,50,41,0,39,8,0,23,0,nonDRNA
6500,17,0,0,7,12,2,12,2,3,0,3,11,3,3,0,11,6,15,7,8,0,14,4,0,7,0,nonDRNA
6501,19,0,6,13,14,28,18,15,20,0,26,42,10,22,0,17,17,18,29,24,0,20,6,0,16,0,nonDRNA
6502,13,0,4,14,11,4,17,7,8,0,3,18,8,6,0,10,6,14,6,11,0,16,6,0,3,0,nonDRNA
6503,77,0,9,57,30,29,95,13,36,0,25,60,15,56,0,58,35,34,51,56,0,64,20,0,37,0,nonDRNA
6504,41,0,19,15,18,4,19,18,13,0,24,23,12,14,0,24,7,13,15,27,0,15,1,0,4,0,nonDRNA
6505,23,0,0,25,28,9,34,8,37,0,31,39,7,24,0,14,12,18,19,23,0,38,1,0,14,0,nonDRNA
6506,37,0,2,16,28,6,25,8,25,0,33,30,11,13,0,15,9,11,20,19,0,35,1,0,9,0,nonDRNA
6507,22,0,2,3,8,3,13,3,5,0,5,13,3,10,0,5,7,5,10,9,0,15,0,0,4,0,nonDRNA
6508,384,0,53,304,395,201,356,139,307,0,283,458,116,173,0,217,223,236,376,283,0,314,69,0,156,0,nonDRNA
6509,22,0,1,21,36,15,16,5,30,0,27,39,3,14,0,18,6,37,12,15,0,27,1,0,12,0,nonDRNA
6510,21,0,3,13,18,5,10,6,17,0,11,35,8,7,0,4,18,6,15,5,0,7,0,0,7,0,nonDRNA
6511,47,0,4,23,12,7,29,5,10,0,6,31,6,7,0,17,7,25,12,26,0,21,3,0,9,0,nonDRNA
6512,40,0,3,13,19,11,19,6,17,0,9,34,11,10,0,15,18,10,24,13,0,11,1,0,11,0,nonDRNA
6513,13,0,10,13,11,5,22,7,18,0,19,27,8,15,0,13,4,15,18,13,0,20,4,0,7,0,nonDRNA
6514,21,0,3,9,15,8,12,7,15,0,16,22,11,13,0,5,6,5,15,13,0,14,1,0,7,0,nonDRNA
6515,33,0,0,30,23,15,22,9,27,0,39,29,10,24,0,23,19,16,13,16,0,29,9,0,21,0,nonDRNA
6516,34,0,3,16,20,11,22,8,4,0,4,30,4,8,0,14,8,18,10,10,0,22,1,0,9,0,nonDRNA
6517,50,0,6,17,25,12,31,10,14,0,8,39,9,5,0,21,9,31,19,8,0,28,6,0,9,0,nonDRNA
6518,70,0,13,62,50,30,71,23,19,0,23,108,12,41,0,67,46,54,98,63,0,69,5,0,20,0,nonDRNA
6519,102,0,4,46,39,24,62,7,24,0,47,71,16,34,0,36,31,36,29,32,0,41,13,0,28,0,nonDRNA
6520,73,0,2,32,10,12,48,8,15,0,17,31,3,24,0,22,11,17,35,31,0,30,7,0,17,0,nonDRNA
6521,58,0,2,7,28,8,33,7,13,0,16,40,5,9,0,25,7,22,13,17,0,29,2,0,10,0,nonDRNA
6522,49,0,6,55,62,32,34,9,28,0,65,49,8,19,0,40,21,23,35,24,0,54,5,0,27,0,nonDRNA
6523,42,0,6,12,4,9,34,7,8,0,5,17,5,11,0,12,11,13,18,16,0,14,4,0,7,0,nonDRNA
6524,72,0,60,61,77,36,85,31,69,0,66,111,25,66,0,75,49,60,84,64,0,70,13,0,36,0,nonDRNA
6525,18,0,1,11,10,9,16,5,15,0,21,23,2,17,0,7,9,4,17,11,0,12,2,0,10,0,nonDRNA
6526,88,0,4,33,26,11,46,7,22,0,9,62,9,13,0,42,16,44,32,30,0,27,5,0,14,0,nonDRNA
6527,28,0,2,27,16,14,23,8,13,0,7,30,4,5,0,22,7,21,16,15,0,26,4,0,9,0,nonDRNA
6528,30,0,4,20,14,13,33,11,11,0,6,29,3,6,0,18,12,28,10,23,0,26,6,0,11,0,nonDRNA
6529,57,0,1,34,33,25,44,11,43,0,58,53,20,31,0,34,31,25,42,33,0,48,2,0,17,0,nonDRNA
6530,34,0,7,16,21,9,25,6,18,0,15,41,6,10,0,19,10,22,16,22,0,23,4,0,4,0,nonDRNA
6531,12,0,3,13,19,14,13,6,17,0,17,14,6,16,0,13,22,9,17,22,0,16,2,0,20,0,nonDRNA
6532,35,0,3,34,25,25,61,10,44,0,31,49,12,48,0,43,24,25,58,72,0,46,10,0,28,0,nonDRNA
6533,34,0,3,34,25,25,62,10,43,0,31,49,12,48,0,42,24,26,59,71,0,47,10,0,28,0,nonDRNA
6534,14,0,5,11,15,5,10,5,10,0,34,20,4,17,0,13,12,19,22,13,0,19,0,0,6,0,nonDRNA
6535,19,0,2,18,15,6,17,11,12,0,6,29,4,7,0,11,22,11,17,9,0,10,7,0,11,0,nonDRNA
6536,4,0,10,9,12,7,6,4,6,0,7,13,6,6,0,5,3,9,10,9,0,7,1,0,5,0,nonDRNA
6537,50,0,2,20,31,22,29,16,11,0,8,40,3,8,0,31,13,28,15,16,0,43,6,0,9,0,nonDRNA
6538,58,0,2,44,43,19,50,14,29,0,31,49,13,21,0,37,19,24,32,41,0,38,11,0,21,0,nonDRNA
6539,38,0,35,65,58,36,45,20,35,0,62,63,15,42,0,46,33,39,64,41,0,55,6,0,26,0,nonDRNA
6540,8,0,0,4,13,3,14,5,10,0,11,9,3,9,0,6,5,10,9,10,0,8,1,0,7,0,nonDRNA
6541,20,0,6,14,24,5,32,2,20,0,16,26,11,8,0,9,11,12,13,13,0,19,0,0,12,0,nonDRNA
6542,45,0,4,35,32,24,37,10,23,0,19,44,12,34,0,42,22,35,42,43,0,40,5,0,23,0,nonDRNA
6543,19,0,5,17,31,25,25,8,20,0,22,38,8,17,0,14,14,23,27,19,0,24,5,0,16,0,nonDRNA
6544,20,0,8,15,22,7,12,3,8,0,13,33,5,8,0,23,19,19,21,10,0,22,6,0,6,0,nonDRNA
6545,37,0,29,24,35,4,30,9,10,0,11,36,5,12,0,28,21,18,38,32,0,32,5,0,9,0,nonDRNA
6546,73,0,14,34,43,36,50,21,16,0,26,91,12,25,0,53,32,48,60,33,0,48,14,0,19,0,nonDRNA
6547,91,0,14,26,45,36,50,21,17,0,33,83,11,27,0,54,26,53,49,26,0,51,17,0,17,0,nonDRNA
6548,51,0,18,31,44,25,42,19,22,0,22,72,6,10,0,41,30,35,38,38,0,52,5,0,17,0,nonDRNA
6549,39,0,3,25,21,4,37,4,28,0,15,32,14,14,0,11,7,24,11,16,0,25,1,0,5,0,nonDRNA
6550,37,0,1,16,15,9,17,7,16,0,12,25,4,6,0,20,19,19,8,11,0,15,7,0,12,0,nonDRNA
6551,23,0,3,8,8,7,13,1,9,0,7,23,2,4,0,9,3,10,9,7,0,11,4,0,3,0,nonDRNA
6552,94,0,24,62,76,35,78,30,54,0,89,113,26,54,0,74,66,66,124,71,0,78,11,0,24,0,nonDRNA
6553,96,0,362,173,201,84,307,48,149,0,111,141,52,188,0,175,100,131,173,166,0,108,13,0,93,0,nonDRNA
6554,68,0,8,75,53,36,64,18,43,0,42,97,5,49,0,69,41,45,84,50,0,78,8,0,23,0,nonDRNA
6555,73,0,8,74,46,35,66,17,37,0,33,99,7,49,0,60,42,45,79,52,0,75,7,0,24,0,nonDRNA
